Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Soupe et lire - 7 minutes de lectures;7 minutes de lectures pour chacun des extraits d’une nouveauté ou d’un livre-coup de cœur;"Lecture;nouveautes-;coups de coeur";Bibliothèque municipale Saint Léger des bois;49170;Saint-Léger-de-Linières;Pays de la Loire;Maine-et-Loire;Lecture / Conte;;99;Entrée libre
Soupe et lire;Dégustation de soupes;;Bibliothèque municipale Saint Léger des bois;49170;Saint-Léger-de-Linières;Pays de la Loire;Maine-et-Loire;Dégustation, buffet, collation…;;99;Entrée libre
Lectures dans le noir;Venez en famille lire et écouter des lectures dans le noir, à partir de contes lus sur CD. Pour les 2-4 ans, 3 ans et plus, 5 ans et plus, 8 ans et plus. Accessible aux enfants aveugles et malvoyants.;"Lecture dans le noir;Famille;Livres-Cd;Contes;Jeunesse;Lectures;Livres lus";Bibliothèque Mériadeck;33000;Bordeaux;Nouvelle-Aquitaine;Gironde;Lecture / Conte;2;12;Sur inscription
Carte blanche aux lecteurs;Lecture tout public;"lecture à voix haute;littérature;participatif";Médiathèque départementale Drôme des Collines;26240;Saint-Vallier;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;;;Entrée libre
Gérard Morel et la guitare qui l'accompagne;Concert tout public;"chanson française;guitare;chant;accordéon;concert;musique";Médiathèque départementale Drôme des Collines;26240;Saint-Vallier;Auvergne-Rhône-Alpes;Drôme;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Années folles;Venez déguisés !;;Médiathèque intercommunale de Nuits-Saint-Georges;21700;Nuits-Saint-Georges;Bourgogne-Franche-Comté;Côte-d'Or;Autre (précisez dans le champ ci-dessous);;99;Entrée libre
Lectures électroniques, par le Détachement international du Muerto Coco;Poésie sonore;;Médiathèque Confluence;34700;Lodève;Occitanie;Hérault;Lecture / Conte;10;99;Entrée libre
Contes partagés;Lectures de quelques contes sélectionnés par nos soins.;;Médiathèque Jean d'Ormesson;44119;Treillières;Pays de la Loire;Loire-Atlantique;Lecture / Conte;;;Entrée libre
Une soirée pour s’évader en famille;Glissez-vous derrière les tentures pour écouter des histoires;"contes;histoires";Médiathèque de Charbonnières-les-Bains;69260;Charbonnières-les-Bains;Auvergne-Rhône-Alpes;Rhône;Lecture / Conte;;99;Sur inscription
Exposition sur Boris Vian;Exposition;;Ecole élémentaire Titon;75011;Paris;Île-de-France;;Exposition;;99;Entrée libre
« Jouons avec les héros de nos albums préférés »;Venez découvrir la sélection de nos ludothécaires : Cornebidouille, Croque bisous, les 3 Brigands, Baba Yaga, Loulou le loup, tout le monde sera là !;Jeu de société;Centre Culturel Multimédia Bernay;27300;Bernay;Normandie;Eure;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Entrée libre
Atelier de calligraphie;Initiez-vous à la calligraphie;calligraphie;Médiathèque Antoine Chanut;60100;Creil;Hauts-de-France;Oise;Atelier;;;Entrée libre
Soirée jeux famille;Venez jouer en famille à la bibliothèque;"jeux;familles;jeu;famille";Bibliothèque Teisseire-Malherbe;38100;Grenoble;Auvergne-Rhône-Alpes;Isère;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
"Lecture musicale ""Etre beau""";Frédérique Deghelt accompagnée de Steve Shehan nous invitent à un corps à corps, une découverte de notre condition humaine au rythme d’une lecture musicale et visuelle.;"beau;Frédérique Deghelt;Steve Shehan";Médiathèque de Cronenbourg;67200;Strasbourg;Grand Est;Bas-Rhin;Lecture / Conte;;;Entrée libre
"Spectacle ""Charablabla""";Spectacle par la Compagnie Houppz Théâtre;;Médiathèque de la Meinau;67100;Strasbourg;Grand Est;Bas-Rhin;Spectacle (danse, concert, performance, théâtre…);4;99;Sur inscription
Quizz sur le cinéma et la musique;Venez participer à un Quizz sur les films et les musiques qui évoquent la gourmandise.;"Quizz;cinéma;musique;gourmandise";Médiathèque du Val d'Argent;68160;Sainte-Croix-aux-Mines;Grand Est;Haut-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Jeux en partage (avec Lionel Scheibel);Vous avez entre 5 et 105 ans et vous aimez jouer aux jeux de société ?   Seul, en famille ou entre amis, venez découvrir les jeux de plateau à la médiathèque et partager un moment de convivialité.;;Médiathèque de Cernay;68700;Cernay;Grand Est;Haut-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;105;Entrée libre
Atelier tablette;Vivre une expérience sensorielle inédite et innovante vous tente ?  Alors venez découvrir le premier jeu d'action-aventure sans image, où l'ouïe remplace la vue !;;Médiathèque de Cernay;68700;Cernay;Grand Est;Haut-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);12;92;Sur inscription
Amours, poésie musicale;Un spectacle de Vincent  Vedovelli accompagné au chant et au piano par Agnès Dauneau.;;Médiathèque Anjela Duval;29470;Plougastel-Daoulas;Bretagne;Finistère;Spectacle (danse, concert, performance, théâtre…);13;99;Entrée libre
Exposition participative;"""La Nuit des Doudous""";"Doudou;Peluche;Facebook;Nuits-Saint-Georges;communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges";Médiathèque intercommunale de Nuits-Saint-Georges;21700;Nuits-Saint-Georges;Bourgogne-Franche-Comté;Côte-d'Or;Exposition;;99;Entrée libre
Repas partagé;Temps convivial;"repas;temps convivial;communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges;Réseau des médiathèques";Médiathèque intercommunale de Nuits-Saint-Georges;21700;Nuits-Saint-Georges;Bourgogne-Franche-Comté;Côte-d'Or;Dégustation, buffet, collation…;;;Entrée libre
Le jour d'Igor;Une lecture musicale qui revisite le conte du petit chaperon rouge.;;Médiathèque de Roubaix La Grand-Plage;59100;Roubaix;Hauts-de-France;Nord;Spectacle (danse, concert, performance, théâtre…);6;99;Entrée libre
Lecture rentrée littéraire par Jacquy Matheoux;Venez découvrir les sorties littéraires par la lecture à voix haute.;;Librairie Horizons SCOP;63200;Riom;Auvergne-Rhône-Alpes;Puy-de-Dôme;Lecture / Conte;;;Entrée libre
Pyjamots;Des histoires pleine de rêves et de fantaisie;"Soirée pyjama;contes;lectures d'albums";Médiathèque d'Entrammes;53260;Entrammes;Pays de la Loire;Mayenne;Lecture / Conte;4;99;Sur inscription
Lecture de textes de Boris Vian;Lectures de textes (poèmes, nouvelles, chansons) de Boris Vian;;Médiathèque de Vernaison;69390;Vernaison;Auvergne-Rhône-Alpes;Métropole de Lyon;Lecture / Conte;12;99;Sur inscription
Tolkien et les sciences - soirée rencontre avec Loïc Mangin;A l'occasion de la sortie de l'ouvrage Tolkien et les sciences, Loïc Mangin viendra présenter les liens passionnants entre sciences et fiction dans l’œuvre du célèbre auteur du Seigneur des anneaux.;Tolkien Science Fiction Fantastique Pierres précieuses Minéralogie Mines;Bibliothèque de l'École des mines de Paris;75006;Paris;Île-de-France;Paris;Conférence / table-ronde;15;99;Sur inscription
Petit Poilu;"""Petit poilu""… tu connais ! Mais Céline Fraipon et Pierre Bailly ?";;Médiathèque de Thaon-les-Vosges;88150;Capavenir-Vosges;Grand Est;Vosges;Exposition;;;Entrée libre
Atelier d'écriture;Atelier d'écriture animé par Mendy Raynaud poétesse;"Ecriture;Jeux";Mairie - Salle du conseil municipal;6850;Saint-Auban;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Atelier;10;99;Sur inscription
Dictée cauchoise;Dictée cauchoise (parler normand) à partir d'une fable de La Fontaine;;Bibliothèque Condorcet;76290;Montivilliers;Normandie;Seine-Maritime;Atelier;;;Sur inscription
La nuit de quatre heures et demie;La nuit de quatre heures et demie : Des histoires qui éclairent les lanternes et font briller les yeux.;"Lectures;kamishibaï;Marionnettes";Médiathèque La Grande Nouvelle;61600;La Ferté-Macé;Normandie;Orne;Lecture / Conte;4;7;Sur inscription
Apéro littéraire autour de Marcel Pagnol, passager de l'île de France;Marcel Pagnol passager de l'île de France;"Paquebot île-de-France;Pagnol;Apéro littéraire";Médiathèque Landowski;92100;Boulogne-Billancourt;Île-de-France;Hauts-de-Seine;Lecture / Conte;16;99;Entrée libre
Lecture de contes;Lecture de contes pour un petit groupe d'enfants du PAJ;;Bibliothèque de Chanteloup-les-Vignes;78570;Chanteloup-les-Vignes;Île-de-France;Yvelines;Lecture / Conte;8;10;Sur inscription
Un Escape Game à la médiathèque;Venez tenter l’aventure de l’Escape Game;"escape game;jeu;médiathèque";Médiathèque intercommunale de Remiremont;88200;Remiremont;Grand Est;Vosges;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
Exposition« L’enfant et la nuit »;L'Enfant et la nuit : une exposition et des lectures qui font peur... mais pas trop !;"lectures;nuit;enfant;exposition;numérique";Médiathèque intercommunale de Remiremont;88200;Remiremont;Grand Est;Vosges;Exposition;;;Entrée libre
Nuit de la Lecture sous les étoiles - Lire le ciel;Apprenez à lire le ciel dans un planétarium;"planétarium;astronomie;lecture";Bibliothèque - Cité des sciences et de l'industrie;75019;Paris;Île-de-France;Paris;Atelier;3;99;Entrée libre
Pochettes mystère;Vos bibliothécaires vous ont préparé des pochettes-mystère de livres pour les fans de polar ! À emprunter les yeux fermés et à ouvrir chez soi !;pochettes mystère surprise polar;Bibliothèque municipale de Fontenay-le-Fleury;78330;Fontenay-le-Fleury;Île-de-France;Yvelines;Autre (précisez dans le champ ci-dessous);;;Sur inscription
Partage de lectures spécial Polar;Mordus de polars ou lecteurs occasionnels… Ce rendez-vous est fait pour vous ! Les bibliothécaires vous parlent de leurs dernières lectures et vous invitent à partager les vôtres.;partage lectures polar;Bibliothèque municipale de Fontenay-le-Fleury;78330;Fontenay-le-Fleury;Île-de-France;Yvelines;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
"Exposition ""des souris et des livres""";Exposition de sculpture;"Livres;souris;ateliers";Médiathèque Michel Etiévant, Longvic;21600;Longvic;Bourgogne-Franche-Comté;Côte-d'Or;Exposition;7;99;Entrée libre
Douceur pour les oreilles - Chansons de nos enfances;Chansons de nos enfances;"chansons enfantines;enfants;chansons";Médiathèque La Passerelle;26500;Bourg-lès-Valence;Auvergne-Rhône-Alpes;Drôme;Autre (précisez dans le champ ci-dessous);3;99;Sur inscription
Tang'olive;L'école de musique de Nyons s'associe à Tang'olive. Quand la musique vivante donne envie de danser, quand le rythme des pas des danseurs inspirent les musiciens.;"ecole de musique;tango;danse;musique";Médiathèque départementale de la Drôme Provençale;26110;Nyons;Auvergne-Rhône-Alpes;Drôme;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Ca va valser !;De Led Zeppelin à Marc Perrone en passant par Madness et Bourvil, Ça Va Valser revisite l’accordéon et enflamme le bitume.;"Musique;accordeon";Médiathèque départementale de la Drôme Provençale;26110;Nyons;Auvergne-Rhône-Alpes;Drôme;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Giono;Lectures de textes de Giono;"lecture;Giono;provence";Médiathèque départementale de la Drôme Provençale;26110;Nyons;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;;;Entrée libre
Jeux;Des jeux en bois pour tous;"jeux;famille";Médiathèque départementale de la Drôme Provençale;26110;Nyons;Auvergne-Rhône-Alpes;Drôme;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Bar à soupe;Un bar à soupe pour se restaurer.;"soupe;collation;chaud";Médiathèque départementale de la Drôme Provençale;26110;Nyons;Auvergne-Rhône-Alpes;Drôme;Dégustation, buffet, collation…;;;Entrée libre
Lectures sous la couette;Des histoires pour les 6/10 ans au chaud avec chocolat et pop-corn.;"lecture;albums;enfants;pop-corn;chocolat";Médiathèque départementale de la Drôme Provençale;26110;Nyons;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;6;10;Entrée libre
La nuit des héros : concours de déguisement et studio photo steampunk;La nuit de la lecture c’est l’occasion de venir à la médiathèque pour plonger dans des mondes imaginaires !;"concours;ddeguisement;super-héros;studio photo";Médiathèque de Rochefort;17300;Rochefort;Nouvelle-Aquitaine;Charente-Maritime;Concours;;;Entrée libre
Découverte ludique de l’univers de  Lénoard De Vinci;Découverte ludique de l'univers de Léonard De Vinci;"Littérature jeunesse;histoires;Kamishibaï";Médiathèque de Saint-Florent;79000;Niort;Nouvelle-Aquitaine;Deux-Sèvres;Atelier;5;10;Entrée libre
« Histoires en partage »;Lectures de contes, poésies et anecdotes;histoires contes poésie;Bibliotheque Serre Cavalier;30000;Nîmes;Occitanie;Gard;Lecture / Conte;7;99;Entrée libre
"Lire au Fort / Lecture musicale de ""Claire-Solange, âme africaine"" de Suzanne Lacascade par Joëlle Ferly, voix, et Damien Théophile, piano.";Lecture musicale par Joëlle Ferly et Damien Théophile;"Claire-Solange âme africaine;Suzanne Lacascade;Joëlle ferly;Damien Théophile;lecture musicale";Fort Fleur d'Épée;97190;Le Gosier;Guadeloupe;;Lecture / Conte;;;Entrée libre
La fonte de K;Spectacle par la Cie Amouramouramour;;Médiathèque de Lorp-Sentaraille / Réseau de lecture Couserans-Pyrénées;9190;Lorp-Sentaraille;Occitanie;Ariège;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
"Lecture par les collègiens participant au Prix littéraire ""Les incoruptibles""";Les élève du club de lecture du CES Mozart, vont nous lire un extrait du livre de leur choix;"lecture;Jeunes;Les incoruptibles";Médiathèque Municipale;90400;Danjoutin;Bourgogne-Franche-Comté;Territoire-de-Belfort;Lecture / Conte;;;Entrée libre
Lecture Adulte;Nous invitons tous les adultes qui le souhaitent à venir lire un extrait de leur livre favori;Lecture à haute voix;Médiathèque Municipale;90400;Danjoutin;Bourgogne-Franche-Comté;Territoire-de-Belfort;Lecture / Conte;;;Entrée libre
Quizz culture générale;quizz de culture générale tout public;"quizz;jeu";Arnaville - Bibliothèque;54530;Arnaville;Grand Est;Meurthe-et-Moselle;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lecture pour enfants;Lecture d'album et de contes;"lecture;contes;histoires;enfants";Arnaville - Bibliothèque;54530;Arnaville;Grand Est;Meurthe-et-Moselle;Lecture / Conte;;;Entrée libre
Bookface : t'as vu ta tête ?;Une sélection de livres du CDI pour changer de tête;;Collège Louis-Pasteur;21500;Montbard;Bourgogne-Franche-Comté;Côte-d'Or;Atelier;;;Sur inscription
Ateliers fabrication d'un spray anti-monstres;Venez fabriquer votre spray anti-monstres à la Bulle pour chasser les vilains cauchemars !;atelier;La Bulle - Médiathèque de Mazé;49630;Mazé-Milon;Pays de la Loire;Maine-et-Loire;Atelier;3;99;Sur inscription
Quizz Polar;Quizz Polar;"quizz;BD";Médiathèque Vezin-le-Coquet;35132;Vezin-le-Coquet;Bretagne;Ille-et-Vilaine;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Murder Party;Murder Party;"Murder Party;jeux";Médiathèque Vezin-le-Coquet;35132;Vezin-le-Coquet;Bretagne;Ille-et-Vilaine;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lecture musicale & rencontre littéraire;"Lecture musicale & rencontre littéraire avec Samira El Ayachi, écrivain autour de son roman ""Les Femmes sont occupées"" (Ed L'Aube, 2019)";"lecture;rencontre;dédicace";Médiathèque des Encres;59230;Saint-Amand-les-Eaux;Hauts-de-France;Nord;Lecture / Conte;12;99;Entrée libre
Lecture de textes sur la flore alpine;Parce que la nature alpine est une source d'inspiration intarissable...;poèmes - lecture à haute voix.;Médiathèque municipale de Gap;5000;Gap;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Lecture / Conte;15;99;Entrée libre
Lecture d'extraits d'un récit de voyage et d'un essai sur la condition humaine;Nuit de la lecture sur l'Ile Saint-Louis;"Lecture;voyage;Récit;essai;nature;Bouvier;Barjavel";Galerie Kara;75004;Paris;Île-de-France;Paris;Lecture / Conte;18;99;Sur inscription
"Escape Game ""Panique à la bibliothèque""";Escape game sur le thême scientifique au sein de la médiathèque;"escape game;science";Médiathèque d'Alaincourt;2240;Alaincourt;Hauts-de-France;Aisne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);11;99;Sur inscription
